"STATION_NUMBER","Date","Parameter","Value","Symbol"
"04LG004",2013-03-15,"Flow",462,"B"
"04LG004",2013-03-16,"Flow",394,"B"
"04LG004",2013-03-17,"Flow",402,"B"
"04LG004",2013-03-18,"Flow",427,"B"
"04LG004",2013-03-19,"Flow",471,"B"
"04LG004",2013-03-20,"Flow",452,"B"
"04LG004",2013-03-21,"Flow",503,"B"
"04LG004",2013-03-22,"Flow",476,"B"
"04LG004",2013-03-23,"Flow",473,"B"
"04LG004",2013-03-24,"Flow",498,"B"
"04LG004",2013-03-25,"Flow",505,"B"
"04LG004",2013-03-26,"Flow",506,"B"
"04LG004",2013-03-27,"Flow",450,"B"
"04LG004",2013-03-28,"Flow",506,"B"
"04LG004",2013-03-29,"Flow",508,"B"
"04LG004",2013-03-30,"Flow",483,"B"
"04LG004",2013-03-31,"Flow",443,"B"
"04LG004",2013-04-01,"Flow",433,"B"
"04LG004",2013-04-02,"Flow",460,"B"
"04LG004",2013-04-03,"Flow",482,"B"
"04LG004",2013-04-04,"Flow",492,"B"
"04LG004",2013-04-05,"Flow",532,"B"
"04LG004",2013-04-06,"Flow",515,"B"
"04LG004",2013-04-07,"Flow",464,"B"
"04LG004",2013-04-08,"Flow",421,"B"
"04LG004",2013-04-09,"Flow",461,"B"
"04LG004",2013-04-10,"Flow",456,"B"
"04LG004",2013-04-11,"Flow",449,"B"
"04LG004",2013-04-12,"Flow",427,"B"
"04LG004",2013-04-13,"Flow",393,"B"
"04LG004",2013-04-14,"Flow",390,"B"
"04LG004",2013-04-15,"Flow",403,"B"
"04LG004",2013-04-16,"Flow",398,"B"
"04LG004",2013-04-17,"Flow",413,"B"
"04LG004",2013-04-18,"Flow",449,"B"
"04LG004",2013-04-19,"Flow",446,"B"
"04LG004",2013-04-20,"Flow",425,"B"
"04LG004",2013-04-21,"Flow",409,"B"
"04LG004",2013-04-22,"Flow",451,"B"
"04LG004",2013-04-23,"Flow",515,"B"
"04LG004",2013-04-24,"Flow",521,"B"
"04LG004",2013-04-25,"Flow",487,"B"
"04LG004",2013-04-26,"Flow",500,"B"
"04LG004",2013-04-27,"Flow",572,"B"
"04LG004",2013-04-28,"Flow",591,"B"
"04LG004",2013-04-29,"Flow",742,"B"
"04LG004",2013-04-30,"Flow",915,"B"
"04LG004",2013-05-01,"Flow",2130,"B"
"04LG004",2013-05-02,"Flow",4090,"B"
"04LG004",2013-05-03,"Flow",5640,"B"
"04LG004",2013-05-04,"Flow",5770,"E"
"04LG004",2013-05-05,"Flow",5490,"E"
"04LG004",2013-05-06,"Flow",5850,"E"
"04LG004",2013-05-07,"Flow",6520,"E"
"04LG004",2013-05-08,"Flow",6680,"E"
"04LG004",2013-05-09,"Flow",6620,NA
"04LG004",2013-05-10,"Flow",6240,"E"
"04LG004",2013-05-11,"Flow",5600,"A"
"04LG004",2013-05-12,"Flow",4930,NA
"04LG004",2013-05-13,"Flow",4340,NA
"04LG004",2013-05-14,"Flow",3980,NA
"04LG004",2013-05-15,"Flow",3640,NA
"04LG004",2013-05-16,"Flow",3590,NA
"04LG004",2013-05-17,"Flow",3640,NA
"04LG004",2013-05-18,"Flow",3440,NA
"04LG004",2013-05-19,"Flow",3250,NA
"04LG004",2013-05-20,"Flow",3220,NA
"04LG004",2013-05-21,"Flow",3120,NA
"04LG004",2013-05-22,"Flow",3070,NA
"04LG004",2013-05-23,"Flow",2940,NA
"04LG004",2013-05-24,"Flow",2910,NA
"04LG004",2013-05-25,"Flow",2940,NA
"04LG004",2013-05-26,"Flow",2770,NA
"04LG004",2013-05-27,"Flow",2700,NA
"04LG004",2013-05-28,"Flow",2440,NA
"04LG004",2013-05-29,"Flow",2070,NA
"04LG004",2013-05-30,"Flow",1940,NA
"04LG004",2013-05-31,"Flow",2020,NA
"04LG004",2013-06-01,"Flow",2340,NA
"04LG004",2013-06-02,"Flow",2610,NA
"04LG004",2013-06-03,"Flow",3040,NA
"04LG004",2013-06-04,"Flow",3990,NA
"04LG004",2013-06-05,"Flow",3920,NA
"04LG004",2013-06-06,"Flow",3690,NA
"04LG004",2013-06-07,"Flow",3180,NA
"04LG004",2013-06-08,"Flow",2630,NA
"04LG004",2013-06-09,"Flow",2340,NA
"04LG004",2013-06-10,"Flow",2230,NA
"04LG004",2013-06-11,"Flow",2080,NA
"04LG004",2013-06-12,"Flow",1640,NA
"04LG004",2013-06-13,"Flow",1760,NA
"04LG004",2013-06-14,"Flow",1950,NA
"04LG004",2013-06-15,"Flow",1950,NA
"04LG004",2013-06-16,"Flow",1800,NA
"04LG004",2013-06-17,"Flow",1690,NA
"04LG004",2013-06-18,"Flow",1550,NA
"04LG004",2013-06-19,"Flow",1370,NA
"04LG004",2013-06-20,"Flow",1160,NA
"04LG004",2013-06-21,"Flow",970,NA
"04LG004",2013-06-22,"Flow",892,NA
"04LG004",2013-06-23,"Flow",788,NA
"04LG004",2013-06-24,"Flow",735,NA
"04LG004",2013-06-25,"Flow",677,NA
"04LG004",2013-06-26,"Flow",410,NA
"04LG004",2013-06-27,"Flow",477,NA
"04LG004",2013-06-28,"Flow",490,NA
"04LG004",2013-06-29,"Flow",433,NA
"04LG004",2013-06-30,"Flow",622,NA
"04LG004",2013-07-01,"Flow",642,NA
"04LG004",2013-07-02,"Flow",842,NA
"04LG004",2013-07-03,"Flow",607,NA
"04LG004",2013-07-04,"Flow",381,NA
"04LG004",2013-07-05,"Flow",427,NA
"04LG004",2013-07-06,"Flow",459,NA
"04LG004",2013-07-07,"Flow",487,NA
"04LG004",2013-07-08,"Flow",471,NA
"04LG004",2013-07-09,"Flow",199,NA
"04LG004",2013-07-10,"Flow",489,NA
"04LG004",2013-07-11,"Flow",518,NA
"04LG004",2013-07-12,"Flow",968,NA
"04LG004",2013-07-13,"Flow",1110,NA
"04LG004",2013-07-14,"Flow",853,NA
"04LG004",2013-07-15,"Flow",704,NA
"04LG004",2013-07-16,"Flow",775,NA
"04LG004",2013-07-17,"Flow",768,NA
"04LG004",2013-07-18,"Flow",740,NA
"04LG004",2013-07-19,"Flow",574,NA
"04LG004",2013-07-20,"Flow",399,NA
"04LG004",2013-07-21,"Flow",266,NA
"04LG004",2013-07-22,"Flow",208,NA
"04LG004",2013-07-23,"Flow",234,NA
"04LG004",2013-07-24,"Flow",344,NA
"04LG004",2013-07-25,"Flow",329,NA
"04LG004",2013-07-26,"Flow",342,NA
"04LG004",2013-07-27,"Flow",381,NA
"04LG004",2013-07-28,"Flow",545,NA
"04LG004",2013-07-29,"Flow",799,NA
"04LG004",2013-07-30,"Flow",1860,NA
"04LG004",2013-07-31,"Flow",2570,NA
"04LG004",2013-08-01,"Flow",2540,NA
"04LG004",2013-08-02,"Flow",2250,NA
"04LG004",2013-08-03,"Flow",1760,NA
"04LG004",2013-08-04,"Flow",1690,NA
"04LG004",2013-08-05,"Flow",1830,NA
"04LG004",2013-08-06,"Flow",1510,NA
"04LG004",2013-08-07,"Flow",1130,NA
"04LG004",2013-08-08,"Flow",1100,NA
"04LG004",2013-08-09,"Flow",1160,NA
"04LG004",2013-08-10,"Flow",1210,NA
"04LG004",2013-08-11,"Flow",1400,NA
"04LG004",2013-08-12,"Flow",1290,NA
"04LG004",2013-08-13,"Flow",1110,NA
"04LG004",2013-08-14,"Flow",1200,NA
"04LG004",2013-08-15,"Flow",1500,NA
"04LG004",2013-08-16,"Flow",1550,NA
"04LG004",2013-08-17,"Flow",1430,NA
"04LG004",2013-08-18,"Flow",1330,NA
"04LG004",2013-08-19,"Flow",1130,NA
"04LG004",2013-08-20,"Flow",1030,NA
"04LG004",2013-08-21,"Flow",699,NA
"04LG004",2013-08-22,"Flow",686,NA
"04LG004",2013-08-23,"Flow",790,NA
"04LG004",2013-08-24,"Flow",762,NA
"04LG004",2013-08-25,"Flow",719,NA
"04LG004",2013-08-26,"Flow",589,NA
"04LG004",2013-08-27,"Flow",612,NA
"04LG004",2013-08-28,"Flow",598,NA
"04LG004",2013-08-29,"Flow",585,NA
"04LG004",2013-08-30,"Flow",581,NA
"04LG004",2013-08-31,"Flow",498,NA
"04LG004",2013-09-01,"Flow",499,NA
"04LG004",2013-09-02,"Flow",714,NA
"04LG004",2013-09-03,"Flow",1500,NA
"04LG004",2013-09-04,"Flow",1990,NA
"04LG004",2013-09-05,"Flow",2410,NA
"04LG004",2013-09-06,"Flow",2080,NA
"04LG004",2013-09-07,"Flow",1830,NA
"04LG004",2013-09-08,"Flow",1460,NA
"04LG004",2013-09-09,"Flow",1370,NA
"04LG004",2013-09-10,"Flow",1180,NA
"04LG004",2013-09-11,"Flow",1140,NA
"04LG004",2013-09-12,"Flow",1160,NA
"04LG004",2013-09-13,"Flow",949,NA
"04LG004",2013-09-14,"Flow",897,NA
"04LG004",2013-09-15,"Flow",837,NA
"04LG004",2013-09-16,"Flow",987,NA
"04LG004",2013-09-17,"Flow",918,NA
"04LG004",2013-09-18,"Flow",835,NA
"04LG004",2013-09-19,"Flow",807,NA
"04LG004",2013-09-20,"Flow",807,NA
"04LG004",2013-09-21,"Flow",815,NA
"04LG004",2013-09-22,"Flow",836,NA
"04LG004",2013-09-23,"Flow",904,NA
"04LG004",2013-09-24,"Flow",1070,NA
"04LG004",2013-09-25,"Flow",925,NA
"04LG004",2013-09-26,"Flow",859,NA
"04LG004",2013-09-27,"Flow",755,NA
"04LG004",2013-09-28,"Flow",669,NA
"04LG004",2013-09-29,"Flow",672,NA
"04LG004",2013-09-30,"Flow",613,NA
"04LG004",2013-10-01,"Flow",473,NA
"04LG004",2013-10-02,"Flow",484,NA
"04LG004",2013-10-03,"Flow",470,NA
"04LG004",2013-10-04,"Flow",465,NA
"04LG004",2013-10-05,"Flow",454,NA
"04LG004",2013-10-06,"Flow",445,NA
"04LG004",2013-10-07,"Flow",452,NA
"04LG004",2013-10-08,"Flow",438,NA
"04LG004",2013-10-09,"Flow",401,NA
"04LG004",2013-10-10,"Flow",395,NA
"04LG004",2013-10-11,"Flow",393,NA
"04LG004",2013-10-12,"Flow",330,NA
"04LG004",2013-10-13,"Flow",414,NA
"04LG004",2013-10-14,"Flow",552,NA
"04LG004",2013-10-15,"Flow",326,NA
"04LG004",2013-10-16,"Flow",349,NA
"04LG004",2013-10-17,"Flow",484,NA
"04LG004",2013-10-18,"Flow",406,NA
"04LG004",2013-10-19,"Flow",378,NA
"04LG004",2013-10-20,"Flow",312,NA
"04LG004",2013-10-21,"Flow",297,NA
"04LG004",2013-10-22,"Flow",534,NA
"04LG004",2013-10-23,"Flow",510,NA
"04LG004",2013-10-24,"Flow",588,NA
"04LG004",2013-10-25,"Flow",596,NA
"04LG004",2013-10-26,"Flow",628,NA
"04LG004",2013-10-27,"Flow",548,NA
"04LG004",2013-10-28,"Flow",562,NA
"04LG004",2013-10-29,"Flow",643,NA
"04LG004",2013-10-30,"Flow",631,NA
"04LG004",2013-10-31,"Flow",634,NA
"04LG004",2013-11-01,"Flow",608,NA
"04LG004",2013-11-02,"Flow",631,NA
"04LG004",2013-11-03,"Flow",643,NA
"04LG004",2013-11-04,"Flow",957,NA
"04LG004",2013-11-05,"Flow",1050,NA
"04LG004",2013-11-06,"Flow",986,NA
"04LG004",2013-11-07,"Flow",906,NA
"04LG004",2013-11-08,"Flow",889,NA
"04LG004",2013-11-09,"Flow",873,NA
"04LG004",2013-11-10,"Flow",793,NA
"04LG004",2013-11-11,"Flow",986,NA
"04LG004",2013-11-12,"Flow",1030,NA
"04LG004",2013-11-13,"Flow",848,NA
"04LG004",2013-11-14,"Flow",864,NA
"04LG004",2013-11-15,"Flow",906,NA
"04LG004",2013-11-16,"Flow",825,NA
"04LG004",2013-11-17,"Flow",836,NA
"04LG004",2013-11-18,"Flow",996,NA
"04LG004",2013-11-19,"Flow",1780,NA
"04LG004",2013-11-20,"Flow",2720,NA
"04LG004",2013-11-21,"Flow",2850,NA
"04LG004",2013-11-22,"Flow",2650,"B"
"04LG004",2013-11-23,"Flow",2530,"B"
"04LG004",2013-11-24,"Flow",2250,"B"
"04LG004",2013-11-25,"Flow",1890,"B"
"04LG004",2013-11-26,"Flow",1780,"B"
"04LG004",2013-11-27,"Flow",1500,"B"
"04LG004",2013-11-28,"Flow",1510,"B"
"04LG004",2013-11-29,"Flow",1700,"B"
"04LG004",2013-11-30,"Flow",1470,"B"
"04LG004",2013-12-01,"Flow",1410,"B"
"04LG004",2013-12-02,"Flow",1370,"B"
"04LG004",2013-12-03,"Flow",1280,"B"
"04LG004",2013-12-04,"Flow",1050,"B"
"04LG004",2013-12-05,"Flow",1040,"B"
"04LG004",2013-12-06,"Flow",965,"B"
"04LG004",2013-12-07,"Flow",1180,"B"
"04LG004",2013-12-08,"Flow",995,"B"
"04LG004",2013-12-09,"Flow",1250,"B"
"04LG004",2013-12-10,"Flow",1100,"B"
"04LG004",2013-12-11,"Flow",974,"B"
"04LG004",2013-12-12,"Flow",887,"B"
"04LG004",2013-12-13,"Flow",837,"B"
"04LG004",2013-12-14,"Flow",834,"B"
"04LG004",2013-12-15,"Flow",833,"B"
"04LG004",2013-12-16,"Flow",837,"B"
"04LG004",2013-12-17,"Flow",786,"B"
"04LG004",2013-12-18,"Flow",782,"B"
"04LG004",2013-12-19,"Flow",760,"B"
"04LG004",2013-12-20,"Flow",690,"B"
"04LG004",2013-12-21,"Flow",691,"B"
"04LG004",2013-12-22,"Flow",713,"B"
"04LG004",2013-12-23,"Flow",705,"B"
"04LG004",2013-12-24,"Flow",693,"B"
"04LG004",2013-12-25,"Flow",679,"B"
"04LG004",2013-12-26,"Flow",673,"B"
"04LG004",2013-12-27,"Flow",656,"B"
"04LG004",2013-12-28,"Flow",635,"B"
"04LG004",2013-12-29,"Flow",547,"B"
"04LG004",2013-12-30,"Flow",590,"B"
"04LG004",2013-12-31,"Flow",590,"B"
"04LG004",2014-01-01,"Flow",584,"B"
"04LG004",2014-01-02,"Flow",581,"B"
"04LG004",2014-01-03,"Flow",577,"B"
"04LG004",2014-01-04,"Flow",574,"B"
"04LG004",2014-01-05,"Flow",569,"B"
"04LG004",2014-01-06,"Flow",557,"B"
"04LG004",2014-01-07,"Flow",550,"B"
"04LG004",2014-01-08,"Flow",552,"B"
"04LG004",2014-01-09,"Flow",544,"B"
"04LG004",2014-01-10,"Flow",548,"B"
"04LG004",2014-01-11,"Flow",556,"B"
"04LG004",2014-01-12,"Flow",551,"B"
"04LG004",2014-01-13,"Flow",535,"B"
"04LG004",2014-01-14,"Flow",526,"B"
"04LG004",2014-01-15,"Flow",551,"B"
"04LG004",2014-01-16,"Flow",477,"B"
"04LG004",2014-01-17,"Flow",465,"B"
"04LG004",2014-01-18,"Flow",470,"B"
"04LG004",2014-01-19,"Flow",463,"B"
"04LG004",2014-01-20,"Flow",455,"B"
"04LG004",2014-01-21,"Flow",471,"B"
"04LG004",2014-01-22,"Flow",472,"B"
"04LG004",2014-01-23,"Flow",549,"B"
"04LG004",2014-01-24,"Flow",549,"B"
"04LG004",2014-01-25,"Flow",546,"B"
"04LG004",2014-01-26,"Flow",459,"B"
"04LG004",2014-01-27,"Flow",368,"B"
"04LG004",2014-01-28,"Flow",394,"B"
"04LG004",2014-01-29,"Flow",486,"B"
"04LG004",2014-01-30,"Flow",530,"B"
"04LG004",2014-01-31,"Flow",532,"B"
"04LG004",2014-02-01,"Flow",470,"B"
"04LG004",2014-02-02,"Flow",434,"B"
"04LG004",2014-02-03,"Flow",386,"B"
"04LG004",2014-02-04,"Flow",450,"B"
"04LG004",2014-02-05,"Flow",532,"B"
"04LG004",2014-02-06,"Flow",530,"B"
"04LG004",2014-02-07,"Flow",522,"B"
"04LG004",2014-02-08,"Flow",455,"B"
"04LG004",2014-02-09,"Flow",377,"B"
"04LG004",2014-02-10,"Flow",365,"B"
"04LG004",2014-02-11,"Flow",356,"B"
"04LG004",2014-02-12,"Flow",356,"B"
"04LG004",2014-02-13,"Flow",361,"B"
"04LG004",2014-02-14,"Flow",489,"B"
"04LG004",2014-02-15,"Flow",497,"B"
"04LG004",2014-02-16,"Flow",493,"B"
"04LG004",2014-02-17,"Flow",486,"B"
"04LG004",2014-02-18,"Flow",475,"B"
"04LG004",2014-02-19,"Flow",345,"B"
"04LG004",2014-02-20,"Flow",331,"B"
"04LG004",2014-02-21,"Flow",293,"B"
"04LG004",2014-02-22,"Flow",226,"B"
"04LG004",2014-02-23,"Flow",244,"B"
"04LG004",2014-02-24,"Flow",219,"B"
"04LG004",2014-02-25,"Flow",347,"B"
"04LG004",2014-02-26,"Flow",478,"B"
"04LG004",2014-02-27,"Flow",513,"B"
"04LG004",2014-02-28,"Flow",577,"B"
"04LG004",2014-03-01,"Flow",556,"B"
"04LG004",2014-03-02,"Flow",336,"B"
"04LG004",2014-03-03,"Flow",262,"B"
"04LG004",2014-03-04,"Flow",282,"B"
"04LG004",2014-03-05,"Flow",455,"B"
"04LG004",2014-03-06,"Flow",359,"B"
"04LG004",2014-03-07,"Flow",272,"B"
"04LG004",2014-03-08,"Flow",288,"B"
"04LG004",2014-03-09,"Flow",248,"B"
"04LG004",2014-03-10,"Flow",208,"B"
"04LG004",2014-03-11,"Flow",228,"B"
"04LG004",2014-03-12,"Flow",297,"B"
"04LG004",2014-03-13,"Flow",273,"B"
"04LG004",2014-03-14,"Flow",380,"B"
"04LG004",2014-03-15,"Flow",395,"B"
"04LG004",2014-03-16,"Flow",328,"B"
"04LG004",2014-03-17,"Flow",263,"B"
"04LG004",2014-03-18,"Flow",321,"B"
"04LG004",2014-03-19,"Flow",343,"B"
"04LG004",2014-03-20,"Flow",291,"B"
"04LG004",2014-03-21,"Flow",248,"B"
"04LG004",2014-03-22,"Flow",209,"B"
"04LG004",2014-03-23,"Flow",189,"B"
"04LG004",2014-03-24,"Flow",178,"B"
"04LG004",2014-03-25,"Flow",241,"B"
"04LG004",2014-03-26,"Flow",322,"B"
"04LG004",2014-03-27,"Flow",284,"B"
"04LG004",2014-03-28,"Flow",265,"B"
"04LG004",2014-03-29,"Flow",266,"B"
"04LG004",2014-03-30,"Flow",234,"B"
"04LG004",2014-03-31,"Flow",258,"B"
"04LG004",2014-04-01,"Flow",268,"B"
"04LG004",2014-04-02,"Flow",328,"B"
"04LG004",2014-04-03,"Flow",357,"B"
"04LG004",2014-04-04,"Flow",350,"B"
"04LG004",2014-04-05,"Flow",291,"B"
"04LG004",2014-04-06,"Flow",263,"B"
"04LG004",2014-04-07,"Flow",214,"B"
"04LG004",2014-04-08,"Flow",314,"B"
"04LG004",2014-04-09,"Flow",392,"B"
"04LG004",2014-04-10,"Flow",295,"B"
"04LG004",2014-04-11,"Flow",318,"B"
"04LG004",2014-04-12,"Flow",411,"B"
"04LG004",2014-04-13,"Flow",370,"B"
"04LG004",2014-04-14,"Flow",397,"B"
"04LG004",2014-04-15,"Flow",307,"B"
"04LG004",2014-04-16,"Flow",444,"B"
"04LG004",2014-04-17,"Flow",611,"B"
"04LG004",2014-04-18,"Flow",622,"B"
"04LG004",2014-04-19,"Flow",602,"B"
"04LG004",2014-04-20,"Flow",608,"B"
"04LG004",2014-04-21,"Flow",607,"B"
"04LG004",2014-04-22,"Flow",653,"B"
"04LG004",2014-04-23,"Flow",884,"B"
"04LG004",2014-04-24,"Flow",891,"B"
"04LG004",2014-04-25,"Flow",950,"B"
"04LG004",2014-04-26,"Flow",1100,"B"
"04LG004",2014-04-27,"Flow",1230,"B"
"04LG004",2014-04-28,"Flow",1330,"B"
"04LG004",2014-04-29,"Flow",1750,"B"
"04LG004",2014-04-30,"Flow",1970,"B"
"04LG004",2014-05-01,"Flow",2330,"B"
"04LG004",2014-05-02,"Flow",3170,"B"
"04LG004",2014-05-03,"Flow",3970,"B"
"04LG004",2014-05-04,"Flow",4530,"B"
"04LG004",2014-05-05,"Flow",4730,"B"
"04LG004",2014-05-06,"Flow",4540,"B"
"04LG004",2014-05-07,"Flow",4460,NA
"04LG004",2014-05-08,"Flow",4530,"E"
"04LG004",2014-05-09,"Flow",4550,"E"
"04LG004",2014-05-10,"Flow",4780,"E"
"04LG004",2014-05-11,"Flow",5530,"E"
"04LG004",2014-05-12,"Flow",5850,"E"
"04LG004",2014-05-13,"Flow",5420,"E"
"04LG004",2014-05-14,"Flow",4980,"E"
"04LG004",2014-05-15,"Flow",4660,NA
"04LG004",2014-05-16,"Flow",4110,NA
"04LG004",2014-05-17,"Flow",3940,NA
"04LG004",2014-05-18,"Flow",3970,NA
"04LG004",2014-05-19,"Flow",3720,NA
"04LG004",2014-05-20,"Flow",3280,NA
"04LG004",2014-05-21,"Flow",3170,NA
"04LG004",2014-05-22,"Flow",2680,NA
"04LG004",2014-05-23,"Flow",2870,NA
"04LG004",2014-05-24,"Flow",2910,NA
"04LG004",2014-05-25,"Flow",2800,NA
"04LG004",2014-05-26,"Flow",2690,NA
"04LG004",2014-05-27,"Flow",2480,NA
"04LG004",2014-05-28,"Flow",2360,NA
"04LG004",2014-05-29,"Flow",2190,NA
"04LG004",2014-05-30,"Flow",2020,NA
"04LG004",2014-05-31,"Flow",1670,NA
"04LG004",2014-06-01,"Flow",1520,NA
"04LG004",2014-06-02,"Flow",1820,NA
"04LG004",2014-06-03,"Flow",2110,NA
"04LG004",2014-06-04,"Flow",2520,NA
"04LG004",2014-06-05,"Flow",2940,NA
"04LG004",2014-06-06,"Flow",2870,NA
"04LG004",2014-06-07,"Flow",2700,NA
"04LG004",2014-06-08,"Flow",2440,NA
"04LG004",2014-06-09,"Flow",2140,NA
"04LG004",2014-06-10,"Flow",1520,NA
"04LG004",2014-06-11,"Flow",1540,NA
"04LG004",2014-06-12,"Flow",1500,NA
"04LG004",2014-06-13,"Flow",1260,NA
"04LG004",2014-06-14,"Flow",1250,NA
"04LG004",2014-06-15,"Flow",1180,NA
"04LG004",2014-06-16,"Flow",1050,NA
"04LG004",2014-06-17,"Flow",1040,NA
"04LG004",2014-06-18,"Flow",869,NA
"04LG004",2014-06-19,"Flow",844,NA
"04LG004",2014-06-20,"Flow",730,NA
"04LG004",2014-06-21,"Flow",598,NA
"04LG004",2014-06-22,"Flow",506,NA
"04LG004",2014-06-23,"Flow",398,NA
"04LG004",2014-06-24,"Flow",512,NA
"04LG004",2014-06-25,"Flow",536,NA
"04LG004",2014-06-26,"Flow",506,NA
"04LG004",2014-06-27,"Flow",465,NA
"04LG004",2014-06-28,"Flow",359,NA
"04LG004",2014-06-29,"Flow",253,NA
"04LG004",2014-06-30,"Flow",220,NA
"04LG004",2014-07-01,"Flow",301,NA
"04LG004",2014-07-02,"Flow",322,NA
"04LG004",2014-07-03,"Flow",267,NA
"04LG004",2014-07-04,"Flow",234,NA
"04LG004",2014-07-05,"Flow",248,NA
"04LG004",2014-07-06,"Flow",206,NA
"04LG004",2014-07-07,"Flow",204,NA
"04LG004",2014-07-08,"Flow",294,NA
"04LG004",2014-07-09,"Flow",380,NA
"04LG004",2014-07-10,"Flow",469,NA
"04LG004",2014-07-11,"Flow",498,NA
"04LG004",2014-07-12,"Flow",566,NA
"04LG004",2014-07-13,"Flow",643,NA
"04LG004",2014-07-14,"Flow",654,NA
"04LG004",2014-07-15,"Flow",514,NA
"04LG004",2014-07-16,"Flow",394,NA
"04LG004",2014-07-17,"Flow",395,NA
"04LG004",2014-07-18,"Flow",356,NA
"04LG004",2014-07-19,"Flow",292,NA
"04LG004",2014-07-20,"Flow",205,NA
"04LG004",2014-07-21,"Flow",182,NA
"04LG004",2014-07-22,"Flow",267,NA
"04LG004",2014-07-23,"Flow",522,NA
"04LG004",2014-07-24,"Flow",523,NA
"04LG004",2014-07-25,"Flow",503,NA
"04LG004",2014-07-26,"Flow",539,NA
"04LG004",2014-07-27,"Flow",457,NA
"04LG004",2014-07-28,"Flow",445,NA
"04LG004",2014-07-29,"Flow",558,NA
"04LG004",2014-07-30,"Flow",455,NA
"04LG004",2014-07-31,"Flow",433,NA
"04LG004",2014-08-01,"Flow",439,NA
"04LG004",2014-08-02,"Flow",450,NA
"04LG004",2014-08-03,"Flow",544,NA
"04LG004",2014-08-04,"Flow",495,NA
"04LG004",2014-08-05,"Flow",506,NA
"04LG004",2014-08-06,"Flow",374,NA
"04LG004",2014-08-07,"Flow",431,NA
"04LG004",2014-08-08,"Flow",497,NA
"04LG004",2014-08-09,"Flow",320,NA
"04LG004",2014-08-10,"Flow",292,NA
"04LG004",2014-08-11,"Flow",275,NA
"04LG004",2014-08-12,"Flow",317,NA
"04LG004",2014-08-13,"Flow",327,"E"
"04LG004",2014-08-14,"Flow",288,NA
"04LG004",2014-08-15,"Flow",299,NA
"04LG004",2014-08-16,"Flow",422,NA
"04LG004",2014-08-17,"Flow",868,NA
"04LG004",2014-08-18,"Flow",921,NA
"04LG004",2014-08-19,"Flow",888,NA
"04LG004",2014-08-20,"Flow",788,NA
"04LG004",2014-08-21,"Flow",540,NA
"04LG004",2014-08-22,"Flow",561,NA
"04LG004",2014-08-23,"Flow",478,NA
"04LG004",2014-08-24,"Flow",367,NA
"04LG004",2014-08-25,"Flow",312,NA
"04LG004",2014-08-26,"Flow",354,NA
"04LG004",2014-08-27,"Flow",325,NA
"04LG004",2014-08-28,"Flow",320,NA
"04LG004",2014-08-29,"Flow",306,NA
"04LG004",2014-08-30,"Flow",275,NA
"04LG004",2014-08-31,"Flow",234,NA
"04LG004",2014-09-01,"Flow",232,NA
"04LG004",2014-09-02,"Flow",217,NA
"04LG004",2014-09-03,"Flow",280,NA
"04LG004",2014-09-04,"Flow",471,NA
"04LG004",2014-09-05,"Flow",555,NA
"04LG004",2014-09-06,"Flow",373,NA
"04LG004",2014-09-07,"Flow",355,NA
"04LG004",2014-09-08,"Flow",403,NA
"04LG004",2014-09-09,"Flow",580,NA
"04LG004",2014-09-10,"Flow",481,NA
"04LG004",2014-09-11,"Flow",394,NA
"04LG004",2014-09-12,"Flow",653,NA
"04LG004",2014-09-13,"Flow",1350,NA
"04LG004",2014-09-14,"Flow",1620,NA
"04LG004",2014-09-15,"Flow",1450,NA
"04LG004",2014-09-16,"Flow",1650,NA
"04LG004",2014-09-17,"Flow",1320,NA
"04LG004",2014-09-18,"Flow",1080,NA
"04LG004",2014-09-19,"Flow",1010,NA
"04LG004",2014-09-20,"Flow",973,NA
"04LG004",2014-09-21,"Flow",936,NA
"04LG004",2014-09-22,"Flow",1560,NA
"04LG004",2014-09-23,"Flow",1530,NA
"04LG004",2014-09-24,"Flow",1390,NA
"04LG004",2014-09-25,"Flow",1500,NA
"04LG004",2014-09-26,"Flow",1420,NA
"04LG004",2014-09-27,"Flow",959,NA
"04LG004",2014-09-28,"Flow",617,NA
"04LG004",2014-09-29,"Flow",615,NA
"04LG004",2014-09-30,"Flow",839,NA
"04LG004",2014-10-01,"Flow",789,NA
"04LG004",2014-10-02,"Flow",998,NA
"04LG004",2014-10-03,"Flow",1010,NA
"04LG004",2014-10-04,"Flow",935,NA
"04LG004",2014-10-05,"Flow",1170,NA
"04LG004",2014-10-06,"Flow",1480,NA
"04LG004",2014-10-07,"Flow",1570,NA
"04LG004",2014-10-08,"Flow",1220,NA
"04LG004",2014-10-09,"Flow",1310,NA
"04LG004",2014-10-10,"Flow",1190,NA
"04LG004",2014-10-11,"Flow",1130,NA
"04LG004",2014-10-12,"Flow",1090,NA
"04LG004",2014-10-13,"Flow",986,NA
"04LG004",2014-10-14,"Flow",960,NA
"04LG004",2014-10-15,"Flow",933,NA
"04LG004",2014-10-16,"Flow",998,NA
"04LG004",2014-10-17,"Flow",1590,NA
"04LG004",2014-10-18,"Flow",2380,NA
"04LG004",2014-10-19,"Flow",3820,NA
"04LG004",2014-10-20,"Flow",4110,NA
"04LG004",2014-10-21,"Flow",3810,NA
"04LG004",2014-10-22,"Flow",3350,NA
"04LG004",2014-10-23,"Flow",3170,NA
"04LG004",2014-10-24,"Flow",2970,NA
